"ID","WBS","任务名称","任务类型","工期","开始时间","完成时间","前置任务","资源名称","主责资源","协作资源","供应商资源","责任部门","供应商","审核人/审批组","风险等级","里程碑","交付物","备注","原资源名称","资源池导入建议","评审意见"
"199","7.9","采购计划模块配置/开发","开发","15工作日","2026-11-19","2026-12-09","198","ERP·OA工作组","ERP·OA工作组","","用友U8;用友U8实施顾问","ERP·OA工作组","用友U8","财务部;信息化项目管理工作室","中","否","采购计划模块","已有用友U8；2026年不只做接口，还做MRP/采购计划/生产计划补强 [M]","ERP·OA工作组;用友U8实施顾问","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"200","7.10","生产计划模块配置/开发","开发","15工作日","2026-12-10","2026-12-30","199","ERP·OA工作组","ERP·OA工作组","","用友U8;用友U8实施顾问","ERP·OA工作组","用友U8","财务部;信息化项目管理工作室","中","否","生产计划模块","已有用友U8；2026年不只做接口，还做MRP/采购计划/生产计划补强 [M]","ERP·OA工作组;用友U8实施顾问","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"201","7.11","OA待办接口配置/开发","开发","10工作日","2026-12-31","2027-01-13","200","ERP·OA工作组","ERP·OA工作组","","用友U8;用友U8实施顾问","ERP·OA工作组","用友U8","财务部;信息化项目管理工作室","中","否","OA接口","已有用友U8；2026年不只做接口，还做MRP/采购计划/生产计划补强 [M]","ERP·OA工作组;用友U8实施顾问","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"202","7.12","ERP/OA单元测试","测试","8工作日","2027-01-14","2027-01-25","201","ERP·OA工作组","ERP·OA工作组","","用友U8;用友U8实施顾问","ERP·OA工作组","用友U8","财务部;信息化项目管理工作室","中","否","测试记录","已有用友U8；2026年不只做接口，还做MRP/采购计划/生产计划补强 [E]","ERP·OA工作组;用友U8实施顾问","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"203","7.13","ERP-MDM联调","联调","8工作日","2027-01-26","2027-02-04","202","ERP·OA工作组","ERP·OA工作组","","用友U8;用友U8实施顾问","ERP·OA工作组","用友U8","财务部;信息化项目管理工作室","中","否","联调记录","已有用友U8；2026年不只做接口，还做MRP/采购计划/生产计划补强 [E]","ERP·OA工作组;用友U8实施顾问","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"204","7.14","ERP-MES联调","联调","10工作日","2027-02-05","2027-02-18","203","ERP·OA工作组","ERP·OA工作组","","用友U8;用友U8实施顾问","ERP·OA工作组","用友U8","财务部;信息化项目管理工作室","中","否","联调记录","已有用友U8；2026年不只做接口，还做MRP/采购计划/生产计划补强 [M]","ERP·OA工作组;用友U8实施顾问","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"205","7.15","ERP/OA用户培训","培训","5工作日","2027-02-19","2027-02-25","316","ERP·OA工作组","ERP·OA工作组","","用友U8;用友U8实施顾问","ERP·OA工作组","用友U8","财务部;信息化项目管理工作室","中","否","培训记录","已有用友U8；2026年不只做接口，还做MRP/采购计划/生产计划补强 [E]","ERP·OA工作组;用友U8实施顾问","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"206","7.16","ERP/OA补强验收","验收","5工作日","2027-02-26","2027-03-04","205","ERP·OA工作组","ERP·OA工作组","","用友U8;用友U8实施顾问","ERP·OA工作组","用友U8","财务部;信息化项目管理工作室","中","否","验收报告","已有用友U8；2026年不只做接口，还做MRP/采购计划/生产计划补强 [E]","ERP·OA工作组;用友U8实施顾问","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"207","8.1","MES内部需求清单编制","需求","12工作日","2026-09-01","2026-09-16","12","MES工作组","MES工作组","信息化项目管理工作室","","MES工作组","","MES工作组组长","高","否","MES需求清单","供应商未定期间内部先做初版蓝图，进场后复核 [E]","MES工作组;信息化项目管理工作室","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"208","8.2","MES内部初版蓝图编制","设计","15工作日","2026-09-17","2026-10-07","207","MES工作组","MES工作组","信息化项目管理工作室","","MES工作组","","MES工作组组长","高","否","MES初版蓝图","供应商未定期间内部先做初版蓝图，进场后复核 [M]","MES工作组;信息化项目管理工作室","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"209","8.3","MES蓝图内部评审","评审","3工作日","2026-10-08","2026-10-12","208","MES工作组","MES工作组","信息化项目管理工作室","","MES工作组","","MES工作组组长","高","否","内部评审意见","供应商未定期间内部先做初版蓝图，进场后复核 [E]","MES工作组;信息化项目管理工作室","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"210","8.4","MES供应商复核蓝图","设计","10工作日","2026-10-13","2026-10-26","209","MES工作组","MES工作组","信息化项目管理工作室","MES供应商","MES工作组","MES供应商","MES工作组组长","高","否","复核蓝图","供应商未定期间内部先做初版蓝图，进场后复核 [M]","MES工作组;信息化项目管理工作室;MES供应商","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"211","8.5","MES蓝图评审通过","里程碑","0工作日","2026-10-30","2026-10-30","210","MES工作组","MES工作组","信息化项目管理工作室","MES供应商","MES工作组","MES供应商","项目决策组","高","是","MES蓝图评审纪要","供应商未定期间内部先做初版蓝图，进场后复核 [M]","MES工作组;信息化项目管理工作室;MES供应商","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"212","8.6.1","主数据接收与基础维护-详细需求确认","需求","5工作日","2026-11-02","2026-11-06","211","MES工作组","MES工作组","","MES供应商","MES工作组","MES供应商","MES工作组组长","中","否","主数据接收、基础维护","MES一期范围；QMS作为MES建设下子项目，2027上半年完成基础能力 [E]","MES工作组;MES供应商","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"213","8.6.2","主数据接收与基础维护-详细设计","设计","5工作日","2026-11-09","2026-11-13","212","MES工作组","MES工作组","","MES供应商","MES工作组","MES供应商","MES工作组组长","中","否","主数据接收、基础维护","MES一期范围；QMS作为MES建设下子项目，2027上半年完成基础能力 [E]","MES工作组;MES供应商","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"214","8.6.3","主数据接收与基础维护-配置/开发","开发","12工作日","2026-11-16","2026-12-01","213","MES工作组","MES工作组","","MES供应商","MES工作组","MES供应商","MES工作组组长","中","否","主数据接收、基础维护","MES一期范围；QMS作为MES建设下子项目，2027上半年完成基础能力 [E]","MES工作组;MES供应商","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"215","8.6.4","主数据接收与基础维护-单元测试","测试","5工作日","2026-12-02","2026-12-08","214","MES工作组","MES工作组","","MES供应商","MES工作组","MES供应商","MES工作组;数据质量工作组","中","否","主数据接收、基础维护","MES一期范围；QMS作为MES建设下子项目，2027上半年完成基础能力 [E]","MES工作组;MES供应商","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"216","8.6.5","主数据接收与基础维护-缺陷修复","修复","4工作日","2026-12-09","2026-12-14","215","MES工作组","MES工作组","","MES供应商","MES工作组","MES供应商","MES工作组组长","中","否","主数据接收、基础维护","MES一期范围；QMS作为MES建设下子项目，2027上半年完成基础能力 [E]","MES工作组;MES供应商","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"217","8.7.1","工艺管理/轻量MBOM-详细需求确认","需求","5工作日","2026-11-07","2026-11-12","211","MES工作组","MES工作组","","MES供应商","MES工作组","MES供应商","MES工作组组长","高","否","轻量MBOM、工艺资料","MES一期范围；QMS作为MES建设下子项目，2027上半年完成基础能力 [E]","MES工作组;MES供应商","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"218","8.7.2","工艺管理/轻量MBOM-详细设计","设计","5工作日","2026-11-13","2026-11-19","217","MES工作组","MES工作组","","MES供应商","MES工作组","MES供应商","MES工作组组长","高","否","轻量MBOM、工艺资料","MES一期范围；QMS作为MES建设下子项目，2027上半年完成基础能力 [E]","MES工作组;MES供应商","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"219","8.7.3","工艺管理/轻量MBOM-配置/开发","开发","12工作日","2026-11-20","2026-12-07","218","MES工作组","MES工作组","","MES供应商","MES工作组","MES供应商","MES工作组组长","高","否","轻量MBOM、工艺资料","MES一期范围；QMS作为MES建设下子项目，2027上半年完成基础能力 [M]","MES工作组;MES供应商","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"220","8.7.4","工艺管理/轻量MBOM-单元测试","测试","5工作日","2026-12-08","2026-12-14","219","MES工作组","MES工作组","","MES供应商","MES工作组","MES供应商","MES工作组;数据质量工作组","高","否","轻量MBOM、工艺资料","MES一期范围；QMS作为MES建设下子项目，2027上半年完成基础能力 [E]","MES工作组;MES供应商","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"221","8.7.5","工艺管理/轻量MBOM-缺陷修复","修复","4工作日","2026-12-15","2026-12-18","220","MES工作组","MES工作组","","MES供应商","MES工作组","MES供应商","MES工作组组长","高","否","轻量MBOM、工艺资料","MES一期范围；QMS作为MES建设下子项目，2027上半年完成基础能力 [E]","MES工作组;MES供应商","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"222","8.8.1","生产计划管理-详细需求确认","需求","5工作日","2026-11-12","2026-11-18","211","MES工作组","MES工作组","","MES供应商","MES工作组","MES供应商","MES工作组组长","中","否","生产计划模块","MES一期范围；QMS作为MES建设下子项目，2027上半年完成基础能力 [E]","MES工作组;MES供应商","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"223","8.8.2","生产计划管理-详细设计","设计","5工作日","2026-11-19","2026-11-25","222","MES工作组","MES工作组","","MES供应商","MES工作组","MES供应商","MES工作组组长","中","否","生产计划模块","MES一期范围；QMS作为MES建设下子项目，2027上半年完成基础能力 [E]","MES工作组;MES供应商","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"224","8.8.3","生产计划管理-配置/开发","开发","12工作日","2026-11-26","2026-12-11","223","MES工作组","MES工作组","","MES供应商","MES工作组","MES供应商","MES工作组组长","中","否","生产计划模块","MES一期范围；QMS作为MES建设下子项目，2027上半年完成基础能力 [E]","MES工作组;MES供应商","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"225","8.8.4","生产计划管理-单元测试","测试","5工作日","2026-12-14","2026-12-18","224","MES工作组","MES工作组","","MES供应商","MES工作组","MES供应商","MES工作组;数据质量工作组","中","否","生产计划模块","MES一期范围；QMS作为MES建设下子项目，2027上半年完成基础能力 [E]","MES工作组;MES供应商","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"226","8.8.5","生产计划管理-缺陷修复","修复","4工作日","2026-12-21","2026-12-24","225","MES工作组","MES工作组","","MES供应商","MES工作组","MES供应商","MES工作组组长","中","否","生产计划模块","MES一期范围；QMS作为MES建设下子项目，2027上半年完成基础能力 [E]","MES工作组;MES供应商","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"227","8.9.1","执行报工/工序流转-详细需求确认","需求","5工作日","2026-11-17","2026-11-23","211","MES工作组","MES工作组","","MES供应商","MES工作组","MES供应商","MES工作组组长","中","否","执行报工与流转","MES一期范围；QMS作为MES建设下子项目，2027上半年完成基础能力 [E]","MES工作组;MES供应商","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"228","8.9.2","执行报工/工序流转-详细设计","设计","5工作日","2026-11-24","2026-11-30","227","MES工作组","MES工作组","","MES供应商","MES工作组","MES供应商","MES工作组组长","中","否","执行报工与流转","MES一期范围；QMS作为MES建设下子项目，2027上半年完成基础能力 [E]","MES工作组;MES供应商","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"229","8.9.3","执行报工/工序流转-配置/开发","开发","12工作日","2026-12-01","2026-12-16","228","MES工作组","MES工作组","","MES供应商","MES工作组","MES供应商","MES工作组组长","中","否","执行报工与流转","MES一期范围；QMS作为MES建设下子项目，2027上半年完成基础能力 [E]","MES工作组;MES供应商","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"230","8.9.4","执行报工/工序流转-单元测试","测试","5工作日","2026-12-17","2026-12-23","229","MES工作组","MES工作组","","MES供应商","MES工作组","MES供应商","MES工作组;数据质量工作组","中","否","执行报工与流转","MES一期范围；QMS作为MES建设下子项目，2027上半年完成基础能力 [E]","MES工作组;MES供应商","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"231","8.9.5","执行报工/工序流转-缺陷修复","修复","4工作日","2026-12-24","2026-12-29","230","MES工作组","MES工作组","","MES供应商","MES工作组","MES供应商","MES工作组组长","中","否","执行报工与流转","MES一期范围；QMS作为MES建设下子项目，2027上半年完成基础能力 [E]","MES工作组;MES供应商","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"232","8.10.1","仓储管理-详细需求确认","需求","5工作日","2026-11-22","2026-11-26","211","MES工作组","MES工作组","","MES供应商","MES工作组","MES供应商","MES工作组组长","中","否","仓储管理模块","MES一期范围；QMS作为MES建设下子项目，2027上半年完成基础能力 [E]","MES工作组;MES供应商","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"233","8.10.2","仓储管理-详细设计","设计","5工作日","2026-11-27","2026-12-03","232","MES工作组","MES工作组","","MES供应商","MES工作组","MES供应商","MES工作组组长","中","否","仓储管理模块","MES一期范围；QMS作为MES建设下子项目，2027上半年完成基础能力 [E]","MES工作组;MES供应商","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"234","8.10.3","仓储管理-配置/开发","开发","12工作日","2026-12-04","2026-12-21","233","MES工作组","MES工作组","","MES供应商","MES工作组","MES供应商","MES工作组组长","中","否","仓储管理模块","MES一期范围；QMS作为MES建设下子项目，2027上半年完成基础能力 [E]","MES工作组;MES供应商","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"235","8.10.4","仓储管理-单元测试","测试","5工作日","2026-12-22","2026-12-28","234","MES工作组","MES工作组","","MES供应商","MES工作组","MES供应商","MES工作组;数据质量工作组","中","否","仓储管理模块","MES一期范围；QMS作为MES建设下子项目，2027上半年完成基础能力 [E]","MES工作组;MES供应商","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"236","8.10.5","仓储管理-缺陷修复","修复","4工作日","2026-12-29","2027-01-01","235","MES工作组","MES工作组","","MES供应商","MES工作组","MES供应商","MES工作组组长","中","否","仓储管理模块","MES一期范围；QMS作为MES建设下子项目，2027上半年完成基础能力 [E]","MES工作组;MES供应商","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"237","8.11.1","工装工具管理-详细需求确认","需求","5工作日","2026-11-27","2026-12-03","211","MES工作组","MES工作组","","MES供应商","MES工作组","MES供应商","MES工作组组长","中","否","工装工具模块","MES一期范围；QMS作为MES建设下子项目，2027上半年完成基础能力 [E]","MES工作组;MES供应商","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"238","8.11.2","工装工具管理-详细设计","设计","5工作日","2026-12-04","2026-12-10","237","MES工作组","MES工作组","","MES供应商","MES工作组","MES供应商","MES工作组组长","中","否","工装工具模块","MES一期范围；QMS作为MES建设下子项目，2027上半年完成基础能力 [E]","MES工作组;MES供应商","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"239","8.11.3","工装工具管理-配置/开发","开发","12工作日","2026-12-11","2026-12-28","238","MES工作组","MES工作组","","MES供应商","MES工作组","MES供应商","MES工作组组长","中","否","工装工具模块","MES一期范围；QMS作为MES建设下子项目，2027上半年完成基础能力 [E]","MES工作组;MES供应商","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"240","8.11.4","工装工具管理-单元测试","测试","5工作日","2026-12-29","2027-01-04","239","MES工作组","MES工作组","","MES供应商","MES工作组","MES供应商","MES工作组;数据质量工作组","中","否","工装工具模块","MES一期范围；QMS作为MES建设下子项目，2027上半年完成基础能力 [E]","MES工作组;MES供应商","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"241","8.11.5","工装工具管理-缺陷修复","修复","4工作日","2027-01-05","2027-01-08","240","MES工作组","MES工作组","","MES供应商","MES工作组","MES供应商","MES工作组组长","中","否","工装工具模块","MES一期范围；QMS作为MES建设下子项目，2027上半年完成基础能力 [E]","MES工作组;MES供应商","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"242","8.12.1","质量基础管理-详细需求确认","需求","5工作日","2026-12-02","2026-12-08","211","MES工作组","MES工作组","","MES供应商","MES工作组","MES供应商","MES工作组组长","中","否","质量基础模块","MES一期范围；QMS作为MES建设下子项目，2027上半年完成基础能力 [E]","MES工作组;MES供应商","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"243","8.12.2","质量基础管理-详细设计","设计","5工作日","2026-12-09","2026-12-15","242","MES工作组","MES工作组","","MES供应商","MES工作组","MES供应商","MES工作组组长","中","否","质量基础模块","MES一期范围；QMS作为MES建设下子项目，2027上半年完成基础能力 [E]","MES工作组;MES供应商","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"244","8.12.3","质量基础管理-配置/开发","开发","12工作日","2026-12-16","2026-12-31","243","MES工作组","MES工作组","","MES供应商","MES工作组","MES供应商","MES工作组组长","中","否","质量基础模块","MES一期范围；QMS作为MES建设下子项目，2027上半年完成基础能力 [E]","MES工作组;MES供应商","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"245","8.12.4","质量基础管理-单元测试","测试","5工作日","2027-01-01","2027-01-07","244","MES工作组","MES工作组","","MES供应商","MES工作组","MES供应商","MES工作组;数据质量工作组","中","否","质量基础模块","MES一期范围；QMS作为MES建设下子项目，2027上半年完成基础能力 [E]","MES工作组;MES供应商","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"246","8.12.5","质量基础管理-缺陷修复","修复","4工作日","2027-01-08","2027-01-13","245","MES工作组","MES工作组","","MES供应商","MES工作组","MES供应商","MES工作组组长","中","否","质量基础模块","MES一期范围；QMS作为MES建设下子项目，2027上半年完成基础能力 [E]","MES工作组;MES供应商","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"247","8.13.1","生产进度看板-详细需求确认","需求","5工作日","2026-12-07","2026-12-11","211","MES工作组","MES工作组","","MES供应商","MES工作组","MES供应商","MES工作组组长","中","否","进度看板","MES一期范围；QMS作为MES建设下子项目，2027上半年完成基础能力 [E]","MES工作组;MES供应商","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"248","8.13.2","生产进度看板-详细设计","设计","5工作日","2026-12-14","2026-12-18","247","MES工作组","MES工作组","","MES供应商","MES工作组","MES供应商","MES工作组组长","中","否","进度看板","MES一期范围；QMS作为MES建设下子项目，2027上半年完成基础能力 [E]","MES工作组;MES供应商","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"249","8.13.3","生产进度看板-配置/开发","开发","12工作日","2026-12-21","2027-01-05","248","MES工作组","MES工作组","","MES供应商","MES工作组","MES供应商","MES工作组组长","中","否","进度看板","MES一期范围；QMS作为MES建设下子项目，2027上半年完成基础能力 [E]","MES工作组;MES供应商","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"250","8.13.4","生产进度看板-单元测试","测试","5工作日","2027-01-06","2027-01-12","249","MES工作组","MES工作组","","MES供应商","MES工作组","MES供应商","MES工作组;数据质量工作组","中","否","进度看板","MES一期范围；QMS作为MES建设下子项目，2027上半年完成基础能力 [E]","MES工作组;MES供应商","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"251","8.13.5","生产进度看板-缺陷修复","修复","4工作日","2027-01-13","2027-01-18","250","MES工作组","MES工作组","","MES供应商","MES工作组","MES供应商","MES工作组组长","中","否","进度看板","MES一期范围；QMS作为MES建设下子项目，2027上半年完成基础能力 [E]","MES工作组;MES供应商","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"252","8.14.1","PLM-MES接口-详细需求确认","需求","5工作日","2026-12-12","2026-12-17","211","MES工作组","MES工作组","","MES供应商","MES工作组","MES供应商","MES工作组组长","高","否","接口","MES一期范围；QMS作为MES建设下子项目，2027上半年完成基础能力 [E]","MES工作组;MES供应商","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"253","8.14.2","PLM-MES接口-详细设计","设计","5工作日","2026-12-18","2026-12-24","252","MES工作组","MES工作组","","MES供应商","MES工作组","MES供应商","MES工作组组长","高","否","接口","MES一期范围；QMS作为MES建设下子项目，2027上半年完成基础能力 [E]","MES工作组;MES供应商","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"254","8.14.3","PLM-MES接口-配置/开发","开发","8工作日","2026-12-25","2027-01-05","253","MES工作组","MES工作组","","MES供应商","MES工作组","MES供应商","MES工作组组长","高","否","接口","MES一期范围；QMS作为MES建设下子项目，2027上半年完成基础能力 [E]","MES工作组;MES供应商","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"255","8.14.4","PLM-MES接口-单元测试","测试","5工作日","2027-01-06","2027-01-12","254","MES工作组","MES工作组","","MES供应商","MES工作组","MES供应商","MES工作组;数据质量工作组","高","否","接口","MES一期范围；QMS作为MES建设下子项目，2027上半年完成基础能力 [E]","MES工作组;MES供应商","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"256","8.14.5","PLM-MES接口-缺陷修复","修复","4工作日","2027-01-13","2027-01-18","255","MES工作组","MES工作组","","MES供应商","MES工作组","MES供应商","MES工作组组长","高","否","接口","MES一期范围；QMS作为MES建设下子项目，2027上半年完成基础能力 [E]","MES工作组;MES供应商","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"257","8.15.1","ERP-MES接口-详细需求确认","需求","5工作日","2026-12-17","2026-12-23","211","MES工作组","MES工作组","","MES供应商","MES工作组","MES供应商","MES工作组组长","高","否","接口","MES一期范围；QMS作为MES建设下子项目，2027上半年完成基础能力 [E]","MES工作组;MES供应商","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"258","8.15.2","ERP-MES接口-详细设计","设计","5工作日","2026-12-24","2026-12-30","257","MES工作组","MES工作组","","MES供应商","MES工作组","MES供应商","MES工作组组长","高","否","接口","MES一期范围；QMS作为MES建设下子项目，2027上半年完成基础能力 [E]","MES工作组;MES供应商","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"259","8.15.3","ERP-MES接口-配置/开发","开发","8工作日","2026-12-31","2027-01-11","258","MES工作组","MES工作组","","MES供应商","MES工作组","MES供应商","MES工作组组长","高","否","接口","MES一期范围；QMS作为MES建设下子项目，2027上半年完成基础能力 [E]","MES工作组;MES供应商","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"260","8.15.4","ERP-MES接口-单元测试","测试","5工作日","2027-01-12","2027-01-18","259","MES工作组","MES工作组","","MES供应商","MES工作组","MES供应商","MES工作组;数据质量工作组","高","否","接口","MES一期范围；QMS作为MES建设下子项目，2027上半年完成基础能力 [E]","MES工作组;MES供应商","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"261","8.15.5","ERP-MES接口-缺陷修复","修复","4工作日","2027-01-19","2027-01-22","260","MES工作组","MES工作组","","MES供应商","MES工作组","MES供应商","MES工作组组长","高","否","接口","MES一期范围；QMS作为MES建设下子项目，2027上半年完成基础能力 [E]","MES工作组;MES供应商","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"262","8.16.1","QMS低代码平台-QMS范围确认","需求","6工作日","2026-12-22","2026-12-29","211","MES工作组","MES工作组","","MES供应商;低代码平台供应商","MES工作组","MES供应商;低代码平台供应商","MES工作组组长","高","否","QMS系统","MES一期范围；QMS作为MES建设下子项目，2027上半年完成基础能力 [E]","MES工作组;MES供应商;低代码平台供应商","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"263","8.16.2","QMS低代码平台-低代码平台方案设计","设计","6工作日","2026-12-30","2027-01-06","262","MES工作组","MES工作组","","MES供应商;低代码平台供应商","MES工作组","MES供应商;低代码平台供应商","MES工作组组长","高","否","QMS系统","MES一期范围；QMS作为MES建设下子项目，2027上半年完成基础能力 [E]","MES工作组;MES供应商;低代码平台供应商","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"264","8.16.3","QMS低代码平台-质量流程表单配置","开发","12工作日","2027-01-07","2027-01-22","263","MES工作组","MES工作组","","MES供应商;低代码平台供应商","MES工作组","MES供应商;低代码平台供应商","MES工作组组长","高","否","QMS系统","MES一期范围；QMS作为MES建设下子项目，2027上半年完成基础能力 [M]","MES工作组;MES供应商;低代码平台供应商","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"265","8.16.4","QMS低代码平台-质量台账与审批流配置","开发","10工作日","2027-01-25","2027-02-05","264","MES工作组","MES工作组","","MES供应商;低代码平台供应商","MES工作组","MES供应商;低代码平台供应商","MES工作组组长","高","否","QMS系统","MES一期范围；QMS作为MES建设下子项目，2027上半年完成基础能力 [M]","MES工作组;MES供应商;低代码平台供应商","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"266","8.16.5","QMS低代码平台-QMS测试","测试","6工作日","2027-02-08","2027-02-15","265","MES工作组","MES工作组","","MES供应商;低代码平台供应商","MES工作组","MES供应商;低代码平台供应商","MES工作组;数据质量工作组","高","否","QMS系统","MES一期范围；QMS作为MES建设下子项目，2027上半年完成基础能力 [E]","MES工作组;MES供应商;低代码平台供应商","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"267","8.16.6","QMS低代码平台-QMS基础能力验收","验收","5工作日","2027-02-16","2027-02-22","266","MES工作组","MES工作组","","MES供应商;低代码平台供应商","MES工作组","MES供应商;低代码平台供应商","MES工作组;数据质量工作组","高","否","QMS系统","MES一期范围；QMS作为MES建设下子项目，2027上半年完成基础能力 [M]","MES工作组;MES供应商;低代码平台供应商","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
"268","8.17.1","MES-QMS接口-详细需求确认","需求","5工作日","2026-12-27","2026-12-31","211","MES工作组","MES工作组","","MES供应商;低代码平台供应商","MES工作组","MES供应商;低代码平台供应商","MES工作组组长","中","否","接口","MES一期范围；QMS作为MES建设下子项目，2027上半年完成基础能力 [E]","MES工作组;MES供应商;低代码平台供应商","资源名称仅保留主责资源；协作资源、供应商资源建议映射到文本字段，不导入Resource Names",""
