ID,WBS,任务名称,任务类型,工期,开始时间,完成时间,前置任务,资源名称,责任部门,供应商,审核人/审批组,风险等级,里程碑,交付物,备注,所属视图分类,阶段门编号,是否关键路径控制,版本控制对象,变更等级,联调启动条件,是否H5重点展示,阶段门名称,放行/阻断规则,合同/付款控制口径,H5诊断规则,执行说明
265,6.3.4,ECN/ECO流程配置/开发,开发,12工作日,2027-02-18,2027-03-05,264,PLM工作组,PLM工作组,PLM供应商,PLM工作组组长,高,否,流程配置,最好全有，以实际开发和集成进度为准,,,,,,,是,,,,,
451,6.4,联调与系统测试,摘要,,2027-03-08,2027-04-16,,PLM工作组,PLM工作组,,,高,否,,语义分组新增二级摘要；原二级任务已下沉到本工作包。,,,,,,,,,,,,
266,6.4.1,PLM主数据标准映射联调,开发/联调,10工作日,2027-03-08,2027-03-19,265,PLM工作组,PLM工作组,PLM供应商,PLM工作组组长,高,否,接口联调记录,按最终执行版统一口径：本期不使用“MDM平台联调”表述，改为主数据标准映射/一致性校验/规则接口校验。,,,,,,,是,,,,,
267,6.4.2,PLM-MES接口开发联调,开发/联调,10工作日,2027-03-22,2027-04-02,266,PLM工作组,PLM工作组,PLM供应商,PLM工作组组长,高,否,接口联调记录,最好全有，以实际开发和集成进度为准,,,,,,,是,,,,,
268,6.4.3,PLM系统测试,测试,10工作日,2027-04-05,2027-04-16,267,PLM工作组,PLM工作组,PLM供应商,PLM工作组组长,高,否,测试报告,最好全有，以实际开发和集成进度为准,,,,,,,是,,,,,
452,6.5,用户培训,摘要,,2027-04-19,2027-04-26,,PLM工作组,PLM工作组,,,高,否,,语义分组新增二级摘要；原二级任务已下沉到本工作包。,,,,,,,,,,,,
269,6.5.1,PLM用户培训,培训,5工作日,2027-04-19,2027-04-23,268,PLM工作组,PLM工作组,PLM供应商,PLM工作组组长,高,否,培训记录,最好全有，以实际开发和集成进度为准,,,,,,,是,,,,,
270,6.5.2,PLM正式上线,里程碑,0工作日,2027-04-26,2027-04-26,,PLM工作组,PLM工作组,PLM供应商,项目决策组,高,是,上线确认单,最好全有，以实际开发和集成进度为准,Gate,,是,,,,是,,不通过不得进入对应供应商进场、上线、验收或总体验收下一阶段。,,,
453,6.6,验收准备与阶段验收,摘要,,2027-04-27,2027-05-04,,PLM工作组,PLM工作组,,,高,否,,语义分组新增二级摘要；原二级任务已下沉到本工作包。,,,,,,,,,,,,
271,6.6.1,PLM基础深化验收准备,验收,5工作日,2027-04-27,2027-05-03,270,PLM工作组,PLM工作组,PLM供应商,工程技术部;项目决策组,高,否,验收材料,最好全有，以实际开发和集成进度为准,,,是,,,,是,,,作为验收或付款资料的一部分，需保留评审、验收或问题闭环证据。,,
272,6.6.2,PLM基础深化验收,里程碑,0工作日,2027-05-04,2027-05-04,271,PLM工作组,PLM工作组,PLM供应商,工程技术部;项目决策组,高,是,PLM验收报告,最好全有，以实际开发和集成进度为准,Gate,,是,,,,是,,,作为验收或付款资料的一部分，需保留评审、验收或问题闭环证据。,,
273,7,ERP/OA补强,摘要,,2026-08-03,2027-04-09,,信息化项目组,信息化项目组,,,中,否,,现有用友U8；包含MRP、采购计划、生产计划补强；WBS2已补充ERP服务器扩容与OA系统采购，WBS7继续体现ERP/OA补强实施与接口改造。,,,,,,,,,,,,
454,7.1,现状分析与需求规格,摘要,,2026-08-03,2026-09-30,,ERP·OA工作组,ERP·OA工作组,,,高,否,,语义分组新增二级摘要；原二级任务已下沉到本工作包。,,,,,,,,,,,,
274,7.1.1,ERP/OA现状与差距分析,调研,10工作日,2026-08-03,2026-08-14,,ERP·OA工作组,ERP·OA工作组,用友U8,财务部;信息化项目管理工作室,中,否,差距分析报告,已有用友U8；2026年不只做接口，还做MRP/采购计划/生产计划补强,,,,,,,,,,,,
275,7.1.2,MRP补强需求规格,需求,10工作日,2026-08-17,2026-08-28,274,ERP·OA工作组,ERP·OA工作组,用友U8,财务部;信息化项目管理工作室,高,否,MRP需求规格,已有用友U8；2026年不只做接口，还做MRP/采购计划/生产计划补强,,,,,,,是,,,,,
276,7.1.3,采购计划补强需求规格,需求,8工作日,2026-08-31,2026-09-09,275,ERP·OA工作组,ERP·OA工作组,用友U8,财务部;信息化项目管理工作室,中,否,采购计划需求规格,已有用友U8；2026年不只做接口，还做MRP/采购计划/生产计划补强,,,,,,,,,,,,
277,7.1.4,生产计划补强需求规格,需求,8工作日,2026-09-10,2026-09-21,276,ERP·OA工作组,ERP·OA工作组,用友U8,财务部;信息化项目管理工作室,中,否,生产计划需求规格,已有用友U8；2026年不只做接口，还做MRP/采购计划/生产计划补强,,,,,,,,,,,,
278,7.1.5,OA待办与流程集成需求,需求,6工作日,2026-09-22,2026-09-29,277,ERP·OA工作组,ERP·OA工作组,用友U8,财务部;信息化项目管理工作室,中,否,OA集成需求,已有用友U8；2026年不只做接口，还做MRP/采购计划/生产计划补强,,,,,,,,,,,,
279,7.1.6,ERP/OA需求冻结,里程碑,0工作日,2026-09-30,2026-09-30,278,ERP·OA工作组,ERP·OA工作组,用友U8,项目决策组,高,是,需求冻结确认单,已有用友U8；2026年不只做接口，还做MRP/采购计划/生产计划补强；作为 ERP 扩容和 OA 正式采购发布的需求冻结门。,Gate,,是,,,,是,,7.2-7.5需求未完成，不得发布 ERP/OA 正式采购或招标文件。,,,ERP/OA正式采购发布前置门。
455,7.2,主数据与接口方案,摘要,,2026-09-30,2026-10-22,,ERP·OA工作组,ERP·OA工作组,,,高,否,,语义分组新增二级摘要；原二级任务已下沉到本工作包。,,,,,,,,,,,,
280,7.2.1,ERP主数据标准映射方案,设计,8工作日,2026-09-30,2026-10-09,278,ERP·OA工作组,ERP·OA工作组,用友U8,财务部;信息化项目管理工作室,中,否,接口方案,按最终执行版统一口径：本期不使用“MDM平台联调”表述，改为主数据标准映射/一致性校验/规则接口校验。,,,,,,,,,,,,
281,7.2.2,ERP-MES接口方案,设计,8工作日,2026-10-12,2026-10-21,280,ERP·OA工作组,ERP·OA工作组,用友U8,财务部;信息化项目管理工作室,中,否,接口方案,已有用友U8；2026年不只做接口，还做MRP/采购计划/生产计划补强,,,,,,,,,,,,
282,7.2.3,ERP/OA接口方案评审通过,里程碑,0工作日,2026-10-22,2026-10-22,,ERP·OA工作组,ERP·OA工作组,用友U8,项目决策组,高,是,方案评审结论,已有用友U8；2026年不只做接口，还做MRP/采购计划/生产计划补强,Gate,,是,,,,是,,不通过不得进入对应供应商进场、上线、验收或总体验收下一阶段。,,,
456,7.3,模块配置开发与单元测试,摘要,,2026-10-22,2027-02-04,,ERP·OA工作组,ERP·OA工作组,,,高,否,,语义分组新增二级摘要；原二级任务已下沉到本工作包。,,,,,,,,,,,,
283,7.3.1,MRP模块配置/开发,开发,20工作日,2026-10-22,2026-11-18,281,ERP·OA工作组,ERP·OA工作组,用友U8,财务部;信息化项目管理工作室,高,否,MRP模块,已有用友U8；2026年不只做接口，还做MRP/采购计划/生产计划补强,,,,,,,是,,,,,
284,7.3.2,采购计划模块配置/开发,开发,15工作日,2026-11-19,2026-12-09,283,ERP·OA工作组,ERP·OA工作组,用友U8,财务部;信息化项目管理工作室,中,否,采购计划模块,已有用友U8；2026年不只做接口，还做MRP/采购计划/生产计划补强,,,,,,,,,,,,
285,7.3.3,生产计划模块配置/开发,开发,15工作日,2026-12-10,2026-12-30,284,ERP·OA工作组,ERP·OA工作组,用友U8,财务部;信息化项目管理工作室,中,否,生产计划模块,已有用友U8；2026年不只做接口，还做MRP/采购计划/生产计划补强,,,,,,,,,,,,
286,7.3.4,OA待办接口配置/开发,开发,10工作日,2026-12-31,2027-01-13,285,ERP·OA工作组,ERP·OA工作组,用友U8,财务部;信息化项目管理工作室,中,否,OA接口,已有用友U8；不只做接口，还做MRP/采购计划/生产计划补强,,,,,,,,,,,,
287,7.3.5,ERP/OA单元测试,测试,8工作日,2027-01-14,2027-01-25,286,ERP·OA工作组,ERP·OA工作组,用友U8,财务部;信息化项目管理工作室,中,否,测试记录,已有用友U8；不只做接口，还做MRP/采购计划/生产计划补强,,,,,,,,,,,,
288,7.3.6,ERP主数据一致性联调,联调,8工作日,2027-01-26,2027-02-04,287,ERP·OA工作组,ERP·OA工作组,用友U8,财务部;信息化项目管理工作室,中,否,联调记录,按最终执行版统一口径：本期不使用“MDM平台联调”表述，改为主数据标准映射/一致性校验/规则接口校验。,,,,,,,,,,,,
457,7.4,联调、培训与验收,摘要,,2027-02-05,2027-03-05,,ERP·OA工作组,ERP·OA工作组,,,高,否,,语义分组新增二级摘要；原二级任务已下沉到本工作包。,,,,,,,,,,,,
289,7.4.1,ERP-MES联调,联调,10工作日,2027-02-05,2027-02-18,288,ERP·OA工作组,ERP·OA工作组,用友U8,财务部;信息化项目管理工作室,中,否,联调记录,已有用友U8；不只做接口，还做MRP/采购计划/生产计划补强,,,,,,,,,,,,
290,7.4.2,ERP/OA集成测试完成,里程碑,0工作日,2027-02-19,2027-02-19,,ERP·OA工作组,ERP·OA工作组,用友U8,项目决策组,高,是,集成测试完成确认单,已有用友U8；不只做接口，还做MRP/采购计划/生产计划补强,Gate,,是,,,,是,,不通过不得进入对应供应商进场、上线、验收或总体验收下一阶段。,,,
291,7.4.3,ERP/OA用户培训,培训,5工作日,2027-02-19,2027-02-25,289,ERP·OA工作组,ERP·OA工作组,用友U8,财务部;信息化项目管理工作室,中,否,培训记录,已有用友U8；不只做接口，还做MRP/采购计划/生产计划补强,,,,,,,,,,,,
292,7.4.4,ERP/OA补强验收,验收,5工作日,2027-02-26,2027-03-04,291,ERP·OA工作组,ERP·OA工作组,用友U8,财务部;信息化项目管理工作室,中,否,验收报告,已有用友U8；不只做接口，还做MRP/采购计划/生产计划补强,,,,,,,是,,,,,
293,7.4.5,ERP/OA正式上线,里程碑,0工作日,2027-03-05,2027-03-05,292,ERP·OA工作组,ERP·OA工作组,用友U8,项目决策组,高,是,上线确认单,已有用友U8；不只做接口，还做MRP/采购计划/生产计划补强,Gate,,是,,,,是,,不通过不得进入对应供应商进场、上线、验收或总体验收下一阶段。,,,
458,7.5,ERP扩容与割接观察,摘要,,2027-03-05,2027-04-09,,ERP·OA工作组,ERP·OA工作组,,,高,否,,语义分组新增二级摘要；原二级任务已下沉到本工作包。,,,,,,,,,,,,
294,7.5.1,ERP扩容影响分析与停机窗口审批,评审,5工作日,2027-03-05,2027-03-11,,ERP·OA工作组,ERP·OA工作组,用友U8/OA供应商,财务部;信息化项目管理工作室,高,否,影响分析、停机审批单,ERP扩容安全网，必须在割接前完成。,Risk_Control,G5,是,,,,是,,,,,
295,7.5.2,ERP扩容割接演练与回退方案审批,评审/演练,6工作日,2027-03-12,2027-03-19,294,ERP·OA工作组,ERP·OA工作组,用友U8/OA供应商,财务部;信息化项目管理工作室,高,否,割接方案、回退方案、演练记录,ERP扩容不得无回退上线。,Risk_Control,G5,是,,,,是,,,,,
296,7.5.3,ERP关键业务场景验证,验证,5工作日,2027-03-22,2027-03-26,295,ERP·OA工作组,ERP·OA工作组,用友U8/OA供应商,财务部;信息化项目管理工作室,中,否,业务验证记录,覆盖U8关键业务链路和性能验证。,Risk_Control,G5,,,,,是,,,,,
297,7.5.4,ERP扩容后观察期,观察,10工作日,2027-03-29,2027-04-09,296,ERP·OA工作组,ERP·OA工作组,用友U8/OA供应商,财务部;信息化项目管理工作室,高,否,观察期报告、问题关闭清单,观察期结束后才能释放扩容稳定运行结论。,Risk_Control,G5,是,,,,是,,,,,
459,7.6,OA统一入口与接口治理,摘要,,2026-08-17,2026-12-11,,ERP·OA工作组,ERP·OA工作组,,,高,否,,语义分组新增二级摘要；原二级任务已下沉到本工作包。,,,,,,,,,,,,
298,7.6.1,OA统一入口定位确认,评审,5工作日,2026-08-17,2026-08-21,,ERP·OA工作组,ERP·OA工作组,用友U8/OA供应商,财务部;信息化项目管理工作室,中,否,OA定位确认单,明确OA作为统一入口、待办、流程或信息门户的定位。,Contract_Control,G2,,,,,是,,,,,
299,7.6.2,新老OA接口兼容性及SSO方案验证,验证,10工作日,2026-11-09,2026-11-20,"298,22",ERP·OA工作组,ERP·OA工作组,用友U8/OA供应商,财务部;信息化项目管理工作室,中,否,验证报告、SSO验证记录,接口规格冻结前必须完成。,Contract_Control,G2,,,,,是,,,,,
300,7.6.3,OA供应商接口能力确认,评审,5工作日,2026-11-23,2026-11-27,299,ERP·OA工作组,ERP·OA工作组,用友U8/OA供应商,财务部;信息化项目管理工作室,中,否,接口能力清单,确认OA供应商接口能力，不得凭想象冻结接口。,Contract_Control,G2,,,,,是,,,,,
301,7.6.4,OA接口规格冻结,里程碑,0工作日,2026-12-04,2026-12-04,300,ERP·OA工作组,ERP·OA工作组,用友U8/OA供应商,财务部;信息化项目管理工作室,高,是,接口规格冻结单,OA只能冻结跨系统业务流转蓝图；接口规格必须在供应商进场、接口能力确认和验证后冻结。,Contract_Control,G2,是,,,,是,,,,,
302,7.6.5,OA失效旁路与补偿方案,设计,5工作日,2026-12-07,2026-12-11,301,ERP·OA工作组,ERP·OA工作组,用友U8/OA供应商,财务部;信息化项目管理工作室,中,否,旁路方案、补偿机制,OA不可用时保证关键流程有旁路和补偿机制。,Contract_Control,G2,,,,,是,,,,,
303,8,MES建设与流程导向低代码平台,摘要,,2026-09-01,2027-05-21,,信息化项目组,信息化项目组,,,中,否,,低代码平台作为流程导向业务系统通用底座，QMS仅作为首批场景之一,,,,,,,,,,,,
460,8.1,MES蓝图与内部评审,摘要,,2026-09-01,2026-10-30,,MES工作组,MES工作组,,,高,否,,语义分组新增二级摘要；原二级任务已下沉到本工作包。,,,,,,,,,,,,
304,8.1.1,MES内部需求清单编制,需求,12工作日,2026-09-01,2026-09-16,,MES工作组,MES工作组,,MES工作组组长,高,否,MES需求清单,供应商未定期间内部先做初版蓝图，进场后复核,,,,,,,是,,,,,
305,8.1.2,MES内部初版蓝图编制,设计,15工作日,2026-09-17,2026-10-07,304,MES工作组,MES工作组,,MES工作组组长,高,否,MES初版蓝图,供应商未定期间内部先做初版蓝图，进场后复核,,,,,,,是,,,,,
306,8.1.3,MES蓝图内部评审,评审,3工作日,2026-10-08,2026-10-12,305,MES工作组,MES工作组,,MES工作组组长,高,否,内部评审意见,供应商未定期间内部先做初版蓝图，进场后复核,,,,,,,是,,,,,
307,8.1.4,MES供应商复核蓝图,设计,10工作日,2026-10-13,2026-10-26,306,MES工作组,MES工作组,MES供应商,MES工作组组长,高,否,复核蓝图,供应商未定期间内部先做初版蓝图，进场后复核,,,,,,,是,,,,,
308,8.1.5,MES蓝图评审通过,里程碑,0工作日,2026-10-30,2026-10-30,307,MES工作组,MES工作组,MES供应商,项目决策组,高,是,MES蓝图评审纪要,供应商未定期间内部先做初版蓝图，进场后复核；作为 MES/低代码平台 正式招标发布的内部蓝图与招标需求包冻结门。,Gate,,是,,,,是,,MES内部需求清单、初版蓝图、内部评审未完成，不得发布 MES/低代码平台 正式招标文件。,,,MES/低代码平台正式招标发布前置门。
309,8.6,主数据接收与基础维护,摘要,,2026-11-02,2026-12-14,,MES工作组,MES工作组,MES供应商,MES工作组组长,,否,,自动生成父级摘要，用于修复 WBS 树结构,,,,,,,,,,,,
310,8.6.1,主数据接收与基础维护-详细需求确认,需求,5工作日,2026-11-02,2026-11-06,,MES工作组,MES工作组,MES供应商,MES工作组组长,中,否,主数据接收、基础维护,低代码平台作为流程导向业务系统通用底座，QMS仅作为首批场景之一；2027上半年完成基础能力,,,,,,,,,,,,
311,8.6.2,主数据接收与基础维护-详细设计,设计,5工作日,2026-11-09,2026-11-13,310,MES工作组,MES工作组,MES供应商,MES工作组组长,中,否,主数据接收、基础维护,低代码平台作为流程导向业务系统通用底座，QMS仅作为首批场景之一；2027上半年完成基础能力,,,,,,,,,,,,
312,8.6.3,主数据接收与基础维护-配置/开发,开发,12工作日,2026-11-16,2026-12-01,311,MES工作组,MES工作组,MES供应商,MES工作组组长,中,否,主数据接收、基础维护,低代码平台作为流程导向业务系统通用底座，QMS仅作为首批场景之一；2027上半年完成基础能力,,,,,,,,,,,,
313,8.6.4,主数据接收与基础维护-单元测试,测试,5工作日,2026-12-02,2026-12-08,312,MES工作组,MES工作组,MES供应商,MES工作组;数据质量工作组,中,否,主数据接收、基础维护,低代码平台作为流程导向业务系统通用底座，QMS仅作为首批场景之一；2027上半年完成基础能力,,,,,,,,,,,,
314,8.6.5,主数据接收与基础维护-缺陷修复,修复,4工作日,2026-12-09,2026-12-14,313,MES工作组,MES工作组,MES供应商,MES工作组组长,中,否,主数据接收、基础维护,低代码平台作为流程导向业务系统通用底座，QMS仅作为首批场景之一；2027上半年完成基础能力,,,,,,,,,,,,
315,8.7,工艺管理/轻量MBOM,摘要,,2026-11-09,2026-12-21,,MES工作组,MES工作组,MES供应商,MES工作组组长,,否,,自动生成父级摘要，用于修复 WBS 树结构,,,,,,,,,,,,
316,8.7.1,工艺管理/轻量MBOM-详细需求确认,需求,5工作日,2026-11-09,2026-11-13,,MES工作组,MES工作组,MES供应商,MES工作组组长,高,否,轻量MBOM、工艺资料,低代码平台作为流程导向业务系统通用底座，QMS仅作为首批场景之一；2027上半年完成基础能力,,,,,,,是,,,,,
317,8.7.2,工艺管理/轻量MBOM-详细设计,设计,5工作日,2026-11-16,2026-11-20,316,MES工作组,MES工作组,MES供应商,MES工作组组长,高,否,轻量MBOM、工艺资料,低代码平台作为流程导向业务系统通用底座，QMS仅作为首批场景之一；2027上半年完成基础能力,,,,,,,是,,,,,
318,8.7.3,工艺管理/轻量MBOM-配置/开发,开发,12工作日,2026-11-23,2026-12-08,317,MES工作组,MES工作组,MES供应商,MES工作组组长,高,否,轻量MBOM、工艺资料,低代码平台作为流程导向业务系统通用底座，QMS仅作为首批场景之一；2027上半年完成基础能力,,,,,,,是,,,,,
319,8.7.4,工艺管理/轻量MBOM-单元测试,测试,5工作日,2026-12-09,2026-12-15,318,MES工作组,MES工作组,MES供应商,MES工作组;数据质量工作组,高,否,轻量MBOM、工艺资料,低代码平台作为流程导向业务系统通用底座，QMS仅作为首批场景之一；2027上半年完成基础能力,,,,,,,是,,,,,
320,8.7.5,工艺管理/轻量MBOM-缺陷修复,修复,4工作日,2026-12-16,2026-12-21,319,MES工作组,MES工作组,MES供应商,MES工作组组长,高,否,轻量MBOM、工艺资料,低代码平台作为流程导向业务系统通用底座，QMS仅作为首批场景之一；2027上半年完成基础能力,,,,,,,是,,,,,
321,8.8,生产计划管理,摘要,,2026-11-12,2026-12-24,,MES工作组,MES工作组,MES供应商,MES工作组组长,,否,,自动生成父级摘要，用于修复 WBS 树结构,,,,,,,,,,,,
322,8.8.1,生产计划管理-详细需求确认,需求,5工作日,2026-11-12,2026-11-18,,MES工作组,MES工作组,MES供应商,MES工作组组长,中,否,生产计划模块,低代码平台作为流程导向业务系统通用底座，QMS仅作为首批场景之一；2027上半年完成基础能力,,,,,,,,,,,,
323,8.8.2,生产计划管理-详细设计,设计,5工作日,2026-11-19,2026-11-25,322,MES工作组,MES工作组,MES供应商,MES工作组组长,中,否,生产计划模块,低代码平台作为流程导向业务系统通用底座，QMS仅作为首批场景之一；2027上半年完成基础能力,,,,,,,,,,,,
324,8.8.3,生产计划管理-配置/开发,开发,12工作日,2026-11-26,2026-12-11,323,MES工作组,MES工作组,MES供应商,MES工作组组长,中,否,生产计划模块,低代码平台作为流程导向业务系统通用底座，QMS仅作为首批场景之一；2027上半年完成基础能力,,,,,,,,,,,,
325,8.8.4,生产计划管理-单元测试,测试,5工作日,2026-12-14,2026-12-18,324,MES工作组,MES工作组,MES供应商,MES工作组;数据质量工作组,中,否,生产计划模块,低代码平台作为流程导向业务系统通用底座，QMS仅作为首批场景之一；2027上半年完成基础能力,,,,,,,,,,,,
326,8.8.5,生产计划管理-缺陷修复,修复,4工作日,2026-12-21,2026-12-24,325,MES工作组,MES工作组,MES供应商,MES工作组组长,中,否,生产计划模块,低代码平台作为流程导向业务系统通用底座，QMS仅作为首批场景之一；2027上半年完成基础能力,,,,,,,,,,,,
327,8.9,执行报工/工序流转,摘要,,2026-11-17,2026-12-29,,MES工作组,MES工作组,MES供应商,MES工作组组长,,否,,自动生成父级摘要，用于修复 WBS 树结构,,,,,,,,,,,,
328,8.9.1,执行报工/工序流转-详细需求确认,需求,5工作日,2026-11-17,2026-11-23,,MES工作组,MES工作组,MES供应商,MES工作组组长,中,否,执行报工与流转,低代码平台作为流程导向业务系统通用底座，QMS仅作为首批场景之一；2027上半年完成基础能力,,,,,,,,,,,,
329,8.9.2,执行报工/工序流转-详细设计,设计,5工作日,2026-11-24,2026-11-30,328,MES工作组,MES工作组,MES供应商,MES工作组组长,中,否,执行报工与流转,低代码平台作为流程导向业务系统通用底座，QMS仅作为首批场景之一；2027上半年完成基础能力,,,,,,,,,,,,
330,8.9.3,执行报工/工序流转-配置/开发,开发,12工作日,2026-12-01,2026-12-16,329,MES工作组,MES工作组,MES供应商,MES工作组组长,中,否,执行报工与流转,低代码平台作为流程导向业务系统通用底座，QMS仅作为首批场景之一；2027上半年完成基础能力,,,,,,,,,,,,
331,8.9.4,执行报工/工序流转-单元测试,测试,5工作日,2026-12-17,2026-12-23,330,MES工作组,MES工作组,MES供应商,MES工作组;数据质量工作组,中,否,执行报工与流转,低代码平台作为流程导向业务系统通用底座，QMS仅作为首批场景之一；2027上半年完成基础能力,,,,,,,,,,,,
332,8.9.5,执行报工/工序流转-缺陷修复,修复,4工作日,2026-12-24,2026-12-29,331,MES工作组,MES工作组,MES供应商,MES工作组组长,中,否,执行报工与流转,低代码平台作为流程导向业务系统通用底座，QMS仅作为首批场景之一；2027上半年完成基础能力,,,,,,,,,,,,
333,8.10,仓储管理,摘要,,2026-11-23,2027-01-04,,MES工作组,MES工作组,MES供应商,MES工作组组长,,否,,自动生成父级摘要，用于修复 WBS 树结构,,,,,,,,,,,,
334,8.10.1,仓储管理-详细需求确认,需求,5工作日,2026-11-23,2026-11-27,,MES工作组,MES工作组,MES供应商,MES工作组组长,中,否,仓储管理模块,低代码平台作为流程导向业务系统通用底座，QMS仅作为首批场景之一；2027上半年完成基础能力,,,,,,,,,,,,
335,8.10.2,仓储管理-详细设计,设计,5工作日,2026-11-30,2026-12-04,334,MES工作组,MES工作组,MES供应商,MES工作组组长,中,否,仓储管理模块,低代码平台作为流程导向业务系统通用底座，QMS仅作为首批场景之一；2027上半年完成基础能力,,,,,,,,,,,,
336,8.10.3,仓储管理-配置/开发,开发,12工作日,2026-12-07,2026-12-22,335,MES工作组,MES工作组,MES供应商,MES工作组组长,中,否,仓储管理模块,低代码平台作为流程导向业务系统通用底座，QMS仅作为首批场景之一；2027上半年完成基础能力,,,,,,,,,,,,
337,8.10.4,仓储管理-单元测试,测试,5工作日,2026-12-23,2026-12-29,336,MES工作组,MES工作组,MES供应商,MES工作组;数据质量工作组,中,否,仓储管理模块,低代码平台作为流程导向业务系统通用底座，QMS仅作为首批场景之一；2027上半年完成基础能力,,,,,,,,,,,,
338,8.10.5,仓储管理-缺陷修复,修复,4工作日,2026-12-30,2027-01-04,337,MES工作组,MES工作组,MES供应商,MES工作组组长,中,否,仓储管理模块,低代码平台作为流程导向业务系统通用底座，QMS仅作为首批场景之一；2027上半年完成基础能力,,,,,,,,,,,,
339,8.11,工装工具管理,摘要,,2026-11-27,2027-01-08,,MES工作组,MES工作组,MES供应商,MES工作组组长,,否,,自动生成父级摘要，用于修复 WBS 树结构,,,,,,,,,,,,
340,8.11.1,工装工具管理-详细需求确认,需求,5工作日,2026-11-27,2026-12-03,,MES工作组,MES工作组,MES供应商,MES工作组组长,中,否,工装工具模块,低代码平台作为流程导向业务系统通用底座，QMS仅作为首批场景之一；2027上半年完成基础能力,,,,,,,,,,,,
341,8.11.2,工装工具管理-详细设计,设计,5工作日,2026-12-04,2026-12-10,340,MES工作组,MES工作组,MES供应商,MES工作组组长,中,否,工装工具模块,低代码平台作为流程导向业务系统通用底座，QMS仅作为首批场景之一；2027上半年完成基础能力,,,,,,,,,,,,
342,8.11.3,工装工具管理-配置/开发,开发,12工作日,2026-12-11,2026-12-28,341,MES工作组,MES工作组,MES供应商,MES工作组组长,中,否,工装工具模块,低代码平台作为流程导向业务系统通用底座，QMS仅作为首批场景之一；2027上半年完成基础能力,,,,,,,,,,,,
343,8.11.4,工装工具管理-单元测试,测试,5工作日,2026-12-29,2027-01-04,342,MES工作组,MES工作组,MES供应商,MES工作组;数据质量工作组,中,否,工装工具模块,低代码平台作为流程导向业务系统通用底座，QMS仅作为首批场景之一；2027上半年完成基础能力,,,,,,,,,,,,
344,8.11.5,工装工具管理-缺陷修复,修复,4工作日,2027-01-05,2027-01-08,343,MES工作组,MES工作组,MES供应商,MES工作组组长,中,否,工装工具模块,低代码平台作为流程导向业务系统通用底座，QMS仅作为首批场景之一；2027上半年完成基础能力,,,,,,,,,,,,
345,8.12,质量基础管理,摘要,,2026-12-02,2027-01-13,,MES工作组,MES工作组,MES供应商,MES工作组组长,,否,,自动生成父级摘要，用于修复 WBS 树结构,,,,,,,,,,,,
346,8.12.1,质量基础管理-详细需求确认,需求,5工作日,2026-12-02,2026-12-08,,MES工作组,MES工作组,MES供应商,MES工作组组长,中,否,质量基础模块,低代码平台作为流程导向业务系统通用底座，QMS仅作为首批场景之一；2027上半年完成基础能力,,,,,,,,,,,,
347,8.12.2,质量基础管理-详细设计,设计,5工作日,2026-12-09,2026-12-15,346,MES工作组,MES工作组,MES供应商,MES工作组组长,中,否,质量基础模块,低代码平台作为流程导向业务系统通用底座，QMS仅作为首批场景之一；2027上半年完成基础能力,,,,,,,,,,,,
348,8.12.3,质量基础管理-配置/开发,开发,12工作日,2026-12-16,2026-12-31,347,MES工作组,MES工作组,MES供应商,MES工作组组长,中,否,质量基础模块,低代码平台作为流程导向业务系统通用底座，QMS仅作为首批场景之一；2027上半年完成基础能力,,,,,,,,,,,,
349,8.12.4,质量基础管理-单元测试,测试,5工作日,2027-01-01,2027-01-07,348,MES工作组,MES工作组,MES供应商,MES工作组;数据质量工作组,中,否,质量基础模块,低代码平台作为流程导向业务系统通用底座，QMS仅作为首批场景之一；2027上半年完成基础能力,,,,,,,,,,,,
350,8.12.5,质量基础管理-缺陷修复,修复,4工作日,2027-01-08,2027-01-13,349,MES工作组,MES工作组,MES供应商,MES工作组组长,中,否,质量基础模块,低代码平台作为流程导向业务系统通用底座，QMS仅作为首批场景之一；2027上半年完成基础能力,,,,,,,,,,,,
351,8.13,生产进度看板,摘要,,2026-12-07,2027-01-18,,MES工作组,MES工作组,MES供应商,MES工作组组长,,否,,自动生成父级摘要，用于修复 WBS 树结构,,,,,,,,,,,,
352,8.13.1,生产进度看板-详细需求确认,需求,5工作日,2026-12-07,2026-12-11,,MES工作组,MES工作组,MES供应商,MES工作组组长,中,否,进度看板,低代码平台作为流程导向业务系统通用底座，QMS仅作为首批场景之一；2027上半年完成基础能力,,,,,,,,,,,,
353,8.13.2,生产进度看板-详细设计,设计,5工作日,2026-12-14,2026-12-18,352,MES工作组,MES工作组,MES供应商,MES工作组组长,中,否,进度看板,低代码平台作为流程导向业务系统通用底座，QMS仅作为首批场景之一；2027上半年完成基础能力,,,,,,,,,,,,
354,8.13.3,生产进度看板-配置/开发,开发,12工作日,2026-12-21,2027-01-05,353,MES工作组,MES工作组,MES供应商,MES工作组组长,中,否,进度看板,低代码平台作为流程导向业务系统通用底座，QMS仅作为首批场景之一；2027上半年完成基础能力,,,,,,,,,,,,
355,8.13.4,生产进度看板-单元测试,测试,5工作日,2027-01-06,2027-01-12,354,MES工作组,MES工作组,MES供应商,MES工作组;数据质量工作组,中,否,进度看板,低代码平台作为流程导向业务系统通用底座，QMS仅作为首批场景之一；2027上半年完成基础能力,,,,,,,,,,,,
